type|area|item|status|priority|reason_no|reason_en
tools|cybersec|Splunk|TEST|FALSE||
tools|cybersec|Datadog|TEST|FALSE||
tools|cybersec|SolarWinds|HOLD|FALSE||
tools|cybersec|Rapid7|TEST|FALSE||
tools|cybersec|Workload Identity||FALSE||
tools|cybersec|GKE Sandbox||FALSE||
tools|cybersec|PodSecurityPolicy|HOLD|FALSE||
tools|cybersec|Gatekeeper|ADOPT|FALSE||
tools|cybersec|Config Management||FALSE||
tools|cybersec|VIM|KEEP|FALSE||
tools|cybersec|NANO|HOLD|FALSE||
